Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyFlow Product options (product.metafields.product_options.options),Product rating count (product.metafields.reviews.rating_count),SEO Hidden (product.metafields.seo.hidden),Adhesive type (product.metafields.shopify.adhesive-type),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Celebration type (product.metafields.shopify.celebration-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Item style (product.metafields.shopify.item-style),Material (product.metafields.shopify.material),Personalization design (product.metafields.shopify.personalization-design),Shape (product.metafields.shopify.shape),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
gift-tag-shape-circus-yellow-checkered,Gift Tag (Shape) - Circus Yellow Checkered,"<p class=""p1"">These Laser cut Shape Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 inches</p>
<p class=""p1"">Contains : 24 - 30 tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","birthday tag, gift stickers, Gift tag, kids tag, shape tag",true,Title,Default Title,,,,,,,,,0.0,shopify,985,continue,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-CircusYellowCheckered-01.jpg?v=1758033484,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-circus,Money Envelope (Kids) - Circus,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes-02-01.jpg?v=1769608865,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-peppa,Money Envelope (Kids) - Peppa,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes--02.jpg?v=1769608204,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-football,Money Envelope (Kids) - Football,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes-03-02.jpg?v=1769609409,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-spiderman,Money Envelope (Kids) - Spiderman,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes-03-01.jpg?v=1769609487,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-mermaid,Money Envelope (Kids) - Mermaid,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes--03.jpg?v=1769608221,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-harry-potter,Money Envelope (Kids) - Harry Potter,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes-02-05.jpg?v=1769608889,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-kids-dinosaur,Money Envelope (Kids) - Dinosaur,"<div>
<div>
<p><span><meta charset=""utf-8""> <strong>This is a set of 20 envelopes</strong></span></p>
<p><span>Gift envelopes to indulge your loved ones with cash or vouchers. </span><span>Bright vibrant prints on textured paper for a lasting impression.</span></p>
</div>
<div><strong>Details:</strong></div>
<div>-Size: 7.25 x3.5”</div>
<div>-Paper: 250GSM smooth imported cardstock </div>
<div><br></div>
</div>
<div><br></div>",thedesignfactoryshop,Office Supplies > General Office Supplies > Paper Products > Envelopes,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,499,continue,manual,1200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/KidsMoneyEnvelopes--05.jpg?v=1769608237,1,"",false,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-dinosaur,Money Envelope & Gift Tag Sets - Dinosaur,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Dinosaur.jpg?v=1757410928,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-unicorn,Money Envelope & Gift Tag Sets - Unicorn,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,18,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Unicorn-01.jpg?v=1757410893,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-harry-potter-1,Money Envelope & Gift Tag Sets - Harry Potter,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Harrypotter-01_1d36d176-9b3c-4a63-9842-c979f22b3f43.jpg?v=1757410858,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-harry-potter,Money Envelope & Gift Tag Sets - Football,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,19,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Football-01.jpg?v=1757410814,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-mermaid,Money Envelope & Gift Tag Sets - Mermaid,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Mermaid-01.jpg?v=1757410755,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-circus,Money Envelope & Gift Tag Sets - Circus,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,19,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Circus-01.jpg?v=1757305720,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-safari-animals,Money Envelope & Gift Tag Sets - Safari Animals,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,16,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-SafariAnimals-01.jpg?v=1757305690,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
money-envelope-gift-tag-sets-spiderman,Money Envelope & Gift Tag Sets - Spiderman,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag, Superhero",true,Title,Default Title,,,,,,,,,0.0,shopify,19,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-Spiderman-01_08e44205-03ad-4434-aa04-777efac77ad6.jpg?v=1757305458,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-17,Adult Bag Tag - Design 17,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,95,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design17-01.jpg?v=1755615013,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-16,Adult Bag Tag - Design 16,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,94,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design16-01.jpg?v=1755614977,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-15,Adult Bag Tag - Design 15,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,97,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design15-01.jpg?v=1755614949,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-14,Adult Bag Tag - Design 14,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design14-01.jpg?v=1755614915,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-13,Adult Bag Tag - Design 13,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design13-01.jpg?v=1755614890,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-12,Adult Bag Tag - Design 12,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design12-01.jpg?v=1755614864,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-11,Adult Bag Tag - Design 11,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design11-01.jpg?v=1755614817,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
adult-bag-tag-design-10,Adult Bag Tag - Design 10,"<p data-mce-fragment=""1"">The perfect way to personalise travel bags. The waterproof material makes them durable and sturdy. Comes with a cool loop belt to tie onto your bag securely.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of: 2 bag tags with loop belts</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size : 3.5 x 3 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material : Tag - Acrylic, Loop - Silicon</li>
</ul>",thedesignfactoryshop,Luggage & Bags > Luggage Accessories > Luggage Tags,"","Bag tag, bag tags, luggage, luggage tag, tags",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/AdultBagTag-Design10-01.jpg?v=1755614640,1,"",false,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
